channel;$\Delta E = 400$ eV;$\Delta E = 4$ keV;$\Delta E = 10$ keV;$\Delta E = 40$ keV;$\Delta E = 90$ keV;$\Delta E = 200$ keV
346; 2.88452784916567E+0001; 2.88485306727533E+0001; 2.88544720466733E+0001; 2.88184534713052E+0001; 2.88221239282058E+0001; 3.03093573091830E+0001
347; 2.89303617114216E+0001; 2.89340864176936E+0001; 2.89381657505758E+0001; 2.88991679516405E+0001; 2.88807586943037E+0001; 3.00228782722598E+0001
348; 2.90100728510390E+0001; 2.90137926858386E+0001; 2.90173256585163E+0001; 2.89804280155779E+0001; 2.89410174997125E+0001; 2.96728093956267E+0001
349; 2.90856623115265E+0001; 2.90884542100502E+0001; 2.90955101174284E+0001; 2.90617916178247E+0001; 2.89999355821713E+0001; 2.92473003943327E+0001
350; 2.91631461355611E+0001; 2.91673151861918E+0001; 2.91728907168687E+0001; 2.91405142588107E+0001; 2.90523935206669E+0001; 2.87391581622570E+0001
351; 2.92368454709127E+0001; 2.92401127262451E+0001; 2.92457549905105E+0001; 2.92170544414664E+0001; 2.90871530070886E+0001; 2.81378133580211E+0001
352; 2.93060017911206E+0001; 2.93102059745146E+0001; 2.93148630014546E+0001; 2.92909538275216E+0001; 2.90841247373035E+0001; 2.74362305380521E+0001
353; 2.93783032836176E+0001; 2.93830329503793E+0001; 2.93898542430301E+0001; 2.93665880219243E+0001; 2.90116239833625E+0001; 2.66276089888920E+0001
354; 2.94511302078480E+0001; 2.94564148177982E+0001; 2.94612082855795E+0001; 2.94362172402780E+0001; 2.88170736390345E+0001; 2.57096337376074E+0001
355; 2.95203133656587E+0001; 2.95259261325423E+0001; 2.95302584155330E+0001; 2.94884829023846E+0001; 2.84349513500284E+0001; 2.46836294097421E+0001
356; 2.95877083780827E+0001; 2.95933476020422E+0001; 2.95965437128287E+0001; 2.94713126341815E+0001; 2.77759443567528E+0001; 2.35505127791241E+0001
357; 2.96289019705635E+0001; 2.96334805805599E+0001; 2.96278622680584E+0001; 2.92565270955895E+0001; 2.67530215315291E+0001; 2.23183364438364E+0001
358; 2.95007367327517E+0001; 2.95004379196543E+0001; 2.94648109374656E+0001; 2.85689384179510E+0001; 2.52866321157104E+0001; 2.10000875818471E+0001
359; 2.87249701298324E+0001; 2.87132949818286E+0001; 2.86162503619886E+0001; 2.69814253654733E+0001; 2.33355653351647E+0001; 1.96084347298078E+0001
360; 2.63146847803382E+0001; 2.62913944219685E+0001; 2.61358866557419E+0001; 2.40836959488320E+0001; 2.09162123550514E+0001; 1.81613082590356E+0001
361; 2.13462635761116E+0001; 2.13280468825218E+0001; 2.12053377235110E+0001; 1.97965741762894E+0001; 1.81144785060834E+0001; 1.66792863039901E+0001
362; 1.43426941198089E+0001; 1.43507774374006E+0001; 1.43723519406758E+0001; 1.46205608724409E+0001; 1.50825668552332E+0001; 1.51839277889206E+0001
363; 7.54687915012286E+0000; 7.57831241938920E+0000; 7.72942939887571E+0000; 9.50194915343213E+0000; 1.20156220308307E+0001; 1.36965632664894E+0001
364; 2.99959882447192E+0000; 3.03084761049467E+0000; 3.18957777788338E+0000; 5.35362893507897E+0000; 9.12408221247000E+0000; 1.22378886812775E+0001
365; 9.01690591344856E-0001; 9.18640348486889E-0001; 1.00820093296767E+0000; 2.59279400518477E+0000; 6.58500862121081E+0000; 1.08274883778686E+0001
366; 2.33141227885669E-0001; 2.38824774435658E-0001; 2.70171216445452E-0001; 1.08471678522995E+0000; 4.50771698859923E+0000; 9.48303057562378E+0000
367; 8.52168622275588E-0002; 8.64522558503494E-0002; 9.35898506397243E-0002; 4.08553900768026E-0001; 2.92434769630016E+0000; 8.21960812103012E+0000
368; 6.34152161287703E-0002; 6.35575623816807E-0002; 6.44502037010769E-0002; 1.59264350250470E-0001; 1.79945478974873E+0000; 7.04922219505950E+0000
369; 6.15875276125756E-0002; 6.16028145443211E-0002; 6.16819535181169E-0002; 8.44818952878114E-0002; 1.05461982248700E+0000; 5.98024979646427E+0000
370; 6.14633966230624E-0002; 6.14634055475535E-0002; 6.14588550630030E-0002; 6.53977446761047E-0002; 5.94944499899295E-0001; 5.01831768717395E+0000
371; 6.14498105781086E-0002; 6.14453285582691E-0002; 6.14366391327261E-0002; 6.20318934660279E-0002; 3.30278963417426E-0001; 4.16482887465663E+0000
372; 6.14366800887735E-0002; 6.14304691983767E-0002; 6.14278676021991E-0002; 6.14774244415580E-0002; 1.88632029341652E-0001; 3.41841050834552E+0000
373; 6.14276826494956E-0002; 6.14256468692092E-0002; 6.14186350147146E-0002; 6.13934459272871E-0002; 1.17816871446427E-0001; 2.77497413190413E+0000
374; 6.14190534188814E-0002; 6.14177469306957E-0002; 6.14059520642543E-0002; 6.13771908383490E-0002; 8.48058034381208E-0002; 2.22825838697884E+0000
375; 6.14096102133700E-0002; 6.14050071512032E-0002; 6.13956486710489E-0002; 6.13680555575671E-0002; 7.00498419474561E-0002; 1.77037963524598E+0000
376; 6.13967319790330E-0002; 6.13949391972350E-0002; 6.13885477901605E-0002; 6.13601547884740E-0002; 6.44221173112544E-0002; 1.39239360006711E+0000
377; 6.13886464837852E-0002; 6.13865829188092E-0002; 6.13787841735664E-0002; 6.13506990236177E-0002; 6.22351634593612E-0002; 1.08482321205490E+0000
378; 6.13801134393910E-0002; 6.13777197926569E-0002; 6.13659828624467E-0002; 6.13353581277376E-0002; 6.13448081443767E-0002; 8.38123754919161E-0001
379; 6.13697672551536E-0002; 6.13639911613571E-0002; 6.13549752111073E-0002; 6.13094240123374E-0002; 6.08604744521057E-0002; 6.42866630839919E-0001
380; 6.13508040137961E-0002; 6.13490795752982E-0002; 6.13404364692918E-0002; 6.12293544249887E-0002; 6.04275327484601E-0002; 4.90885368077567E-0001
381; 6.13074940682346E-0002; 6.13028263311660E-0002; 6.12843466828392E-0002; 6.10188013438737E-0002; 5.99137317942221E-0002; 3.74083625694344E-0001
382; 6.11226199379272E-0002; 6.11137003430544E-0002; 6.10733508815024E-0002; 6.05555956539995E-0002; 5.92712389704786E-0002; 2.85567930759893E-0001
383; 6.05300692761886E-0002; 6.05128336063068E-0002; 6.04518706195209E-0002; 5.97174286234948E-0002; 5.84966618487422E-0002; 2.19406876227208E-0001
384; 5.91863396732383E-0002; 5.91709031427723E-0002; 5.91081250941836E-0002; 5.84517177688375E-0002; 5.76124745964936E-0002; 1.70614431564941E-0001
385; 5.70668814243233E-0002; 5.70608949592149E-0002; 5.70364697874513E-0002; 5.68644447725442E-0002; 5.66633175708564E-0002; 1.35091200882023E-0001
386; 5.47453177175484E-0002; 5.47537217103190E-0002; 5.47820929989813E-0002; 5.52067028670695E-0002; 5.57032768118578E-0002; 1.09535680823023E-0001
387; 5.29955127660837E-0002; 5.30034627208683E-0002; 5.30548555865270E-0002; 5.37701152750006E-0002; 5.47885225010765E-0002; 9.13412628622861E-0002
388; 5.20788831861321E-0002; 5.20839699835438E-0002; 5.21184987887883E-0002; 5.27354213188391E-0002; 5.39704472193132E-0002; 7.84976693812100E-0002
389; 5.17451466318735E-0002; 5.17417299903587E-0002; 5.17529868237264E-0002; 5.21144816921592E-0002; 5.32808845013158E-0002; 6.92787913727418E-0002
390; 5.16522350789638E-0002; 5.16497784451961E-0002; 5.16469152827257E-0002; 5.18032240215925E-0002; 5.27322764548968E-0002; 6.29791131557093E-0002
391; 5.16253207585241E-0002; 5.16279236240836E-0002; 5.16214770787368E-0002; 5.16678033613795E-0002; 5.23197294773360E-0002; 5.84899018508959E-0002
392; 5.16230770816428E-0002; 5.16201842431317E-0002; 5.16101210521715E-0002; 5.16152974133814E-0002; 5.20237310654761E-0002; 5.52084083513139E-0002
393; 5.16153813097682E-0002; 5.16095921901578E-0002; 5.16007602978441E-0002; 5.15954071486734E-0002; 5.18152058427215E-0002; 5.27054506977449E-0002
394; 5.16020478863755E-0002; 5.15968626530628E-0002; 5.15921049837122E-0002; 5.15858645983393E-0002; 5.16602443465689E-0002; 5.06786329317549E-0002
395; 5.15973847587748E-0002; 5.15934891746549E-0002; 5.15859184413883E-0002; 5.15781133979312E-0002; 5.15211529531210E-0002; 4.89191343801388E-0002
396; 5.15906838584367E-0002; 5.15869229235849E-0002; 5.15760317075455E-0002; 5.15677044192430E-0002; 5.13513942180580E-0002; 4.72801127221380E-0002
397; 5.15785823389805E-0002; 5.15740397540181E-0002; 5.15629140013920E-0002; 5.15564428059222E-0002; 5.10938886110214E-0002; 4.56709011993220E-0002
398; 5.15718425555721E-0002; 5.15672114726749E-0002; 5.15589895319763E-0002; 5.15473620863392E-0002; 5.06732420936666E-0002; 4.40232517608419E-0002
399; 5.15663078143520E-0002; 5.15619327973306E-0002; 5.15527194407529E-0002; 5.15248212950485E-0002; 4.99974718658395E-0002; 4.22972595268205E-0002
400; 5.15550711445413E-0002; 5.15503312416718E-0002; 5.15394781683773E-0002; 5.14513814131809E-0002; 4.89515382683336E-0002; 4.04703401992590E-0002
401; 5.15411451976610E-0002; 5.15344579445427E-0002; 5.15226675337328E-0002; 5.12258480406370E-0002; 4.74140470084869E-0002; 3.85325290242165E-0002
402; 5.14873504492857E-0002; 5.14761349058300E-0002; 5.14490051404639E-0002; 5.05972272017556E-0002; 4.52731000937315E-0002; 3.64852284500058E-0002
403; 5.11735467397026E-0002; 5.11480656519932E-0002; 5.10617187074133E-0002; 4.91038006594648E-0002; 4.24556213076390E-0002; 3.43368741299069E-0002
404; 4.98283900015450E-0002; 4.97784473584330E-0002; 4.95620780757939E-0002; 4.61071231263727E-0002; 3.89468939506386E-0002; 3.21026699928126E-0002
405; 4.58122346666155E-0002; 4.57352319267908E-0002; 4.53835061138713E-0002; 4.10559899252735E-0002; 3.48153187977172E-0002; 2.98031202686571E-0002
406; 3.74680810536706E-0002; 3.74010947119709E-0002; 3.70984261144613E-0002; 3.39195242887182E-0002; 3.02144411999224E-0002; 2.74612132507984E-0002
407; 2.54821907125578E-0002; 2.54764171954278E-0002; 2.54734992056969E-0002; 2.54632645495910E-0002; 2.53723643737480E-0002; 2.51076192253832E-0002
408; 1.35886831138355E-0002; 1.36437205300213E-0002; 1.39376957570403E-0002; 1.70600533952315E-0002; 2.05523746065795E-0002; 2.27677320208821E-0002
409; 5.44025523420790E-0003; 5.50449082182437E-0003; 5.84250643638954E-0003; 1.00537635947494E-0002; 1.60156959669742E-0002; 2.04709671717702E-0002
410; 1.58967405727757E-0003; 1.62698302407291E-0003; 1.82810929395727E-0003; 5.15500931742191E-0003; 1.19769340720478E-0002; 1.82440312244179E-0002
411; 3.32228547292273E-0004; 3.45338226232697E-0004; 4.19034252878528E-0004; 2.27987098732960E-0003; 8.57999937645206E-0003; 1.61117469509938E-0002
412; 4.69908508783228E-0005; 4.99280417189785E-0005; 6.73802644101695E-0005; 8.64170958019309E-0004; 5.87696924593387E-0003; 1.40960274933980E-0002
413; 3.95365848372064E-0006; 4.31431902539996E-0006; 6.65423951323079E-0006; 2.77850089665227E-0004; 3.84328001202365E-0003; 1.22144842122051E-0002
414; 2.62410907763935E-0007; 2.95003076636501E-0007; 5.27146889673622E-0007; 7.63889050011000E-0005; 2.39655117604488E-0003; 1.04804910927950E-0002
415; 1.07677017554725E-0008; 1.26052156794635E-0008; 2.93845602084052E-0008; 1.61363773117863E-0005; 1.42344778683576E-0003; 8.90236429904098E-0003
416; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 3.10300739290355E-0006; 8.03530212079462E-0004; 7.48530851161140E-0003
417; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 5.02476717270397E-0007; 4.31947365147008E-0004; 6.22864784135752E-0003
418; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 6.76741987097272E-0008; 2.20649312053830E-0004; 5.12846541396103E-0003
419; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 7.76508166277486E-0009; 1.07041143986402E-0004; 4.17758167879118E-0003
420; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 4.92949543940612E-0005; 3.36626897400859E-0003
421; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 2.08100028530338E-0005; 2.68288753233745E-0003
422; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 8.58863341222482E-0006; 2.11463272103608E-0003
423; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 3.36026765162890E-0006; 1.64815914650758E-0003
424; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 1.24594659095907E-0006; 1.26962574670906E-0003
425; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 4.35348831197195E-0007; 9.67357731008435E-0004
426; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 1.45036228159308E-0007; 7.28624137323818E-0004
427; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 4.57519566047585E-0008; 5.42502141147002E-0004
428; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 1.36641253542218E-0008; 3.99246318483468E-0004
429; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 2.90399036616330E-0004
430; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 2.08753990154934E-0004
431; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 1.48297581274541E-0004
432; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 1.04104401640814E-0004
433; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 7.22133615623101E-0005
434; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 4.94900251131445E-0005
435; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 3.31550734331234E-0005
436; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 2.21729795180634E-0005
437; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 1.46498100571005E-0005
438; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 9.56220573109382E-0006
439; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 6.16577333311620E-0006
440; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 3.92741260163230E-0006
441; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 2.47116618853617E-0006
442; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 1.52757986152313E-0006
443; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 9.38350005348840E-0007
444; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 5.69299711350294E-0007
445; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 3.41133835575206E-0007
446; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 2.01887393708913E-0007
447; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 1.18001433517758E-0007
448; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 6.81165133317918E-0008
449; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 3.88327547293611E-0008
450; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 2.18634410746602E-0008
451; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 1.21564693185601E-0008
452; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 6.67512422115629E-0009
453; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
454; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
455; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
456; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
457; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
458; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
459; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
460; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
461; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
462; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
463; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
464; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
465; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
466; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
467; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
468; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
469; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
470; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
471; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
472; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
473; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
474; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
475; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
476; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
477; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
478; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
479; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
480; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
481; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
482; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
483; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
484; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
485; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
486; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
487; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
488; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
489; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
490; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
491; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
492; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
493; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
494; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
495; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
496; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
497; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
498; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
499; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
500; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
501; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
502; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
503; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
504; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
505; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
506; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
507; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
508; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
509; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
510; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
511; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
512; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
513; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
514; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
515; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
516; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
517; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
518; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
